specimen,CST I-A,CST I-B,CST II,CST III-A,CST III-B,CST IV-A,CST IV-B,CST IV-C0,CST IV-C2,CST IV-C4,CST V
G00089-08,0,0,0,0,0,0,0,1,0,0,0
G00089-09,0,0,0,0,1,0,0,0,0,0,0
G00089-10,0,0,0,0,0,0,0,1,0,0,0
G00089-11,0,0,0,0,1,0,0,0,0,0,0
G00089-12,0,0,0,0,1,0,0,0,0,0,0
G00089-13,0,0,0,0,1,0,0,0,0,0,0
G00089-14,0,0,0,0,0,0,1,0,0,0,0
G00089-15,0,0,0,0,0,0,1,0,0,0,0
G00089-16,0,0,0,0,1,0,0,0,0,0,0
G00089-17,0,0,0,0,1,0,0,0,0,0,0
G00089-18,0,0,0,0,1,0,0,0,0,0,0
G00090-05,0,0,0,0,0,0,1,0,0,0,0
G00090-06,0,0,0,0,0,0,1,0,0,0,0
G00090-07,0,0,0,1,0,0,0,0,0,0,0
G00090-08,0,0,0,0,1,0,0,0,0,0,0
G00090-09,0,1,0,0,0,0,0,0,0,0,0
G00090-10,0,1,0,0,0,0,0,0,0,0,0
G00090-11,1,0,0,0,0,0,0,0,0,0,0
G00090-12,0,1,0,0,0,0,0,0,0,0,0
G00090-13,1,0,0,0,0,0,0,0,0,0,0
G00090-14,0,1,0,0,0,0,0,0,0,0,0
G00090-18,1,0,0,0,0,0,0,0,0,0,0
G00090-19,0,1,0,0,0,0,0,0,0,0,0
G00091-01,0,0,0,0,0,0,0,0,0,0,1
G00091-03,0,0,0,0,0,0,0,0,0,0,1
G00091-04,0,0,0,0,0,0,0,0,0,0,1
G00091-05,0,0,0,0,0,0,0,0,0,0,1
G00091-06,0,0,0,0,0,0,0,0,0,0,1
G00091-07,0,0,0,0,0,0,0,0,0,0,1
G00091-08,0,0,0,0,0,0,0,0,0,0,1
G00091-10,0,0,0,0,0,0,0,0,0,0,1
G00091-11,0,0,0,0,0,0,0,0,0,0,1
G00091-12,0,0,0,0,0,0,0,0,0,0,1
G00091-13,0,0,0,0,0,0,0,0,0,0,1
G00091-14,0,0,0,0,0,0,0,0,0,0,1
G00091-15,0,0,0,0,0,0,0,0,0,0,1
G00092-01,1,0,0,0,0,0,0,0,0,0,0
G00092-02,1,0,0,0,0,0,0,0,0,0,0
G00092-04,1,0,0,0,0,0,0,0,0,0,0
G00092-06,0,1,0,0,0,0,0,0,0,0,0
G00092-07,0,1,0,0,0,0,0,0,0,0,0
G00092-08,0,1,0,0,0,0,0,0,0,0,0
G00092-09,0,1,0,0,0,0,0,0,0,0,0
G00092-10,0,1,0,0,0,0,0,0,0,0,0
G00092-11,0,1,0,0,0,0,0,0,0,0,0
G00092-12,0,1,0,0,0,0,0,0,0,0,0
G00092-15,0,0,0,1,0,0,0,0,0,0,0
G00092-16,0,0,0,0,1,0,0,0,0,0,0
G00092-17,0,0,0,0,1,0,0,0,0,0,0
G00092-19,0,0,0,0,1,0,0,0,0,0,0
G00092-21,0,0,0,0,1,0,0,0,0,0,0
G00093-02,0,0,0,0,1,0,0,0,0,0,0
G00093-03,0,0,0,0,0,0,0,0,0,0,1
G00093-04,0,0,0,0,0,0,0,0,0,0,1
G00093-05,0,0,0,0,1,0,0,0,0,0,0
G00093-06,0,0,0,0,1,0,0,0,0,0,0
G00093-07,0,0,0,0,0,0,0,0,0,0,1
G00093-08,0,0,0,0,1,0,0,0,0,0,0
G00093-09,0,0,0,0,1,0,0,0,0,0,0
G00093-10,0,0,0,0,1,0,0,0,0,0,0
G00093-11,0,0,0,0,1,0,0,0,0,0,0
G00093-12,0,0,0,0,0,0,0,0,0,0,1
G00093-13,0,0,0,0,1,0,0,0,0,0,0
G00093-14,0,1,0,0,0,0,0,0,0,0,0
G00093-15,0,0,0,0,1,0,0,0,0,0,0
G00093-16,0,0,0,0,1,0,0,0,0,0,0
G00093-17,0,0,0,0,1,0,0,0,0,0,0
G00093-18,0,0,0,0,1,0,0,0,0,0,0
G00094-01,1,0,0,0,0,0,0,0,0,0,0
G00094-04,1,0,0,0,0,0,0,0,0,0,0
G00094-08,1,0,0,0,0,0,0,0,0,0,0
G00094-13,1,0,0,0,0,0,0,0,0,0,0
G00094-15,1,0,0,0,0,0,0,0,0,0,0
G00095-04,0,0,0,0,1,0,0,0,0,0,0
G00095-06,0,0,0,0,1,0,0,0,0,0,0
G00095-07,0,0,0,0,1,0,0,0,0,0,0
G00095-08,0,0,0,1,0,0,0,0,0,0,0
G00095-11,0,0,0,0,0,0,0,0,0,0,1
G00095-12,0,0,0,0,0,0,0,0,0,0,1
G00095-13,0,0,0,0,0,0,0,0,0,0,1
G00095-14,0,0,0,0,0,0,0,0,0,0,1
G00095-15,0,0,0,0,0,0,1,0,0,0,0
G00095-16,0,0,0,0,0,0,0,0,0,0,1
G00095-17,0,0,0,0,1,0,0,0,0,0,0
G00095-18,0,0,0,0,0,0,0,0,0,0,1
G00095-19,0,0,0,0,1,0,0,0,0,0,0
G00096-01,0,0,0,1,0,0,0,0,0,0,0
G00096-03,0,0,0,1,0,0,0,0,0,0,0
G00096-05,0,0,0,1,0,0,0,0,0,0,0
G00096-06,0,0,0,1,0,0,0,0,0,0,0
G00096-07,0,0,0,1,0,0,0,0,0,0,0
G00097-02,0,0,0,0,1,0,0,0,0,0,0
G00097-04,0,0,0,0,1,0,0,0,0,0,0
G00097-07,0,0,0,0,1,0,0,0,0,0,0
G00097-08,0,0,0,0,1,0,0,0,0,0,0
G00097-09,0,0,0,0,1,0,0,0,0,0,0
G00098-01,0,0,0,1,0,0,0,0,0,0,0
G00098-10,0,0,0,0,1,0,0,0,0,0,0
G00098-13,0,1,0,0,0,0,0,0,0,0,0
G00099-01,0,0,0,0,0,0,1,0,0,0,0
G00099-08,0,0,0,0,1,0,0,0,0,0,0
G00099-09,0,0,0,0,1,0,0,0,0,0,0
G00099-11,0,0,0,0,1,0,0,0,0,0,0
G00100-01,1,0,0,0,0,0,0,0,0,0,0
G00100-02,1,0,0,0,0,0,0,0,0,0,0
G00100-06,1,0,0,0,0,0,0,0,0,0,0
G00100-07,0,1,0,0,0,0,0,0,0,0,0
G00100-08,0,1,0,0,0,0,0,0,0,0,0
G00100-09,1,0,0,0,0,0,0,0,0,0,0
G00100-11,1,0,0,0,0,0,0,0,0,0,0
G00100-12,0,1,0,0,0,0,0,0,0,0,0
G00100-14,1,0,0,0,0,0,0,0,0,0,0
G00100-16,1,0,0,0,0,0,0,0,0,0,0
G00100-17,1,0,0,0,0,0,0,0,0,0,0
G00101-01,0,0,0,0,0,0,1,0,0,0,0
G00101-03,0,0,0,0,0,0,1,0,0,0,0
G00101-06,0,0,0,0,0,0,1,0,0,0,0
G00101-09,0,0,0,0,0,0,1,0,0,0,0
G00101-12,0,0,0,0,0,0,1,0,0,0,0
G00101-17,0,0,0,0,0,0,1,0,0,0,0
G00102-02,0,0,0,1,0,0,0,0,0,0,0
G00102-05,0,0,0,1,0,0,0,0,0,0,0
G00102-06,0,0,0,1,0,0,0,0,0,0,0
G00102-08,0,0,0,1,0,0,0,0,0,0,0
G00102-09,0,0,0,1,0,0,0,0,0,0,0
G00102-11,0,0,0,1,0,0,0,0,0,0,0
G00102-13,0,0,0,1,0,0,0,0,0,0,0
G00103-03,0,0,0,0,0,0,1,0,0,0,0
G00103-05,0,0,0,0,0,0,1,0,0,0,0
G00103-06,0,0,0,0,0,0,1,0,0,0,0
G00103-07,0,0,0,0,0,0,1,0,0,0,0
G00103-08,0,0,0,0,0,0,1,0,0,0,0
G00103-09,0,0,0,0,0,0,1,0,0,0,0
G00103-10,0,0,0,0,0,0,1,0,0,0,0
G00103-11,0,0,0,0,0,0,1,0,0,0,0
G00103-12,0,0,0,0,0,0,1,0,0,0,0
G00103-13,0,0,0,0,0,0,1,0,0,0,0
G00103-14,0,0,0,0,0,0,1,0,0,0,0
G00103-15,0,0,0,0,0,0,1,0,0,0,0
G00103-16,0,0,0,0,1,0,0,0,0,0,0
G00103-17,0,0,0,0,1,0,0,0,0,0,0
G00103-18,0,0,0,0,0,0,1,0,0,0,0
G00104-01,0,0,0,0,0,0,1,0,0,0,0
G00104-02,0,0,0,0,0,0,1,0,0,0,0
G00104-04,0,0,0,0,0,0,1,0,0,0,0
G00104-06,0,0,0,0,0,0,1,0,0,0,0
G00104-08,0,0,0,0,1,0,0,0,0,0,0
G00104-09,0,0,0,0,0,0,1,0,0,0,0
G00104-10,0,0,0,0,1,0,0,0,0,0,0
G00104-12,0,0,0,0,0,0,1,0,0,0,0
G00104-13,0,0,0,0,0,0,1,0,0,0,0
G00104-14,0,0,0,0,0,0,1,0,0,0,0
G00105-01,0,0,0,1,0,0,0,0,0,0,0
G00105-02,0,0,0,1,0,0,0,0,0,0,0
G00105-03,0,0,0,1,0,0,0,0,0,0,0
G00105-04,0,0,0,0,0,0,1,0,0,0,0
G00105-05,0,0,0,1,0,0,0,0,0,0,0
G00105-06,0,0,0,1,0,0,0,0,0,0,0
G00105-07,0,0,0,1,0,0,0,0,0,0,0
G00106-04,0,0,0,1,0,0,0,0,0,0,0
G00106-07,0,0,0,0,1,0,0,0,0,0,0
G00107-01,0,0,0,0,1,0,0,0,0,0,0
G00107-03,0,1,0,0,0,0,0,0,0,0,0
G00107-04,0,0,0,0,0,0,0,0,0,0,1
G00107-05,1,0,0,0,0,0,0,0,0,0,0
G00107-06,0,1,0,0,0,0,0,0,0,0,0
G00107-08,0,1,0,0,0,0,0,0,0,0,0
G00107-09,1,0,0,0,0,0,0,0,0,0,0
G00107-10,0,1,0,0,0,0,0,0,0,0,0
G00107-11,0,1,0,0,0,0,0,0,0,0,0
G00107-14,0,1,0,0,0,0,0,0,0,0,0
G00108-01,0,0,0,0,1,0,0,0,0,0,0
G00109-06,0,0,0,0,0,0,1,0,0,0,0
G00109-08,0,0,0,0,0,0,1,0,0,0,0
G00109-10,0,0,0,0,1,0,0,0,0,0,0
G00109-12,0,0,0,0,0,0,1,0,0,0,0
G00109-15,0,0,0,0,1,0,0,0,0,0,0
G00109-18,0,0,0,1,0,0,0,0,0,0,0
G00110-01,0,0,0,0,0,0,0,0,0,0,1
G00110-04,0,0,0,1,0,0,0,0,0,0,0
G00110-09,0,0,0,0,0,0,0,0,1,0,0
G00110-11,0,0,0,0,0,0,0,0,0,0,1
G00111-01,0,0,0,0,0,0,1,0,0,0,0
G00111-02,0,0,0,0,0,0,1,0,0,0,0
G00111-04,0,0,0,0,0,0,1,0,0,0,0
G00111-11,0,0,0,0,1,0,0,0,0,0,0
G00111-13,0,0,0,0,1,0,0,0,0,0,0
G00111-14,0,0,0,0,1,0,0,0,0,0,0
G00111-17,0,0,0,0,1,0,0,0,0,0,0
G00111-18,0,0,0,0,1,0,0,0,0,0,0
G00112-05,0,0,0,0,1,0,0,0,0,0,0
G00112-07,0,0,0,0,1,0,0,0,0,0,0
G00112-08,0,0,0,0,1,0,0,0,0,0,0
G00112-17,0,0,0,1,0,0,0,0,0,0,0
G00112-19,0,0,0,1,0,0,0,0,0,0,0
G00113-01,0,0,0,0,1,0,0,0,0,0,0
G00113-03,0,0,0,0,0,0,1,0,0,0,0
G00113-05,0,0,0,0,1,0,0,0,0,0,0
G00113-08,0,0,0,0,0,0,1,0,0,0,0
G00113-10,0,0,0,0,0,0,1,0,0,0,0
G00113-11,0,0,0,0,0,0,1,0,0,0,0
G00113-15,0,0,0,0,0,0,1,0,0,0,0
G00113-16,0,0,0,0,0,0,1,0,0,0,0
G00113-18,0,0,0,0,1,0,0,0,0,0,0
G00113-19,0,0,0,0,0,0,1,0,0,0,0
G00114-01,0,0,0,0,1,0,0,0,0,0,0
G00114-03,0,0,0,0,1,0,0,0,0,0,0
G00114-04,0,0,0,0,0,0,1,0,0,0,0
G00114-05,0,0,0,0,1,0,0,0,0,0,0
G00114-08,0,0,0,0,1,0,0,0,0,0,0
G00114-10,0,0,0,0,0,0,0,1,0,0,0
G00114-12,0,0,0,0,1,0,0,0,0,0,0
G00114-14,0,0,0,0,0,0,0,1,0,0,0
G00114-16,0,0,0,0,1,0,0,0,0,0,0
G00114-18,0,0,0,0,1,0,0,0,0,0,0
G00115-04,0,0,0,0,0,0,1,0,0,0,0
G00115-07,0,0,0,0,0,0,1,0,0,0,0
G00115-11,0,0,0,0,0,0,1,0,0,0,0
G00115-12,0,0,0,0,1,0,0,0,0,0,0
G00115-16,0,0,0,0,1,0,0,0,0,0,0
G00115-18,0,0,0,0,1,0,0,0,0,0,0
G00115-19,0,0,0,0,1,0,0,0,0,0,0
G00116-01,0,0,0,1,0,0,0,0,0,0,0
G00116-02,0,0,0,1,0,0,0,0,0,0,0
G00116-03,0,0,0,0,1,0,0,0,0,0,0
G00116-04,0,0,0,1,0,0,0,0,0,0,0
G00116-05,0,0,0,0,1,0,0,0,0,0,0
G00116-06,0,0,0,0,1,0,0,0,0,0,0
G00116-07,0,0,0,0,1,0,0,0,0,0,0
G00117-01,0,0,0,0,0,0,1,0,0,0,0
G00117-02,0,0,0,0,0,0,1,0,0,0,0
G00117-03,0,0,0,0,0,0,1,0,0,0,0
G00117-05,0,0,0,0,0,0,0,1,0,0,0
G00117-06,0,0,0,0,0,0,1,0,0,0,0
G00117-07,0,0,0,0,0,0,1,0,0,0,0
G00117-08,0,0,0,0,0,0,1,0,0,0,0
G00118-03,0,0,0,1,0,0,0,0,0,0,0
G00118-05,0,0,0,1,0,0,0,0,0,0,0
G00118-12,0,0,0,1,0,0,0,0,0,0,0
G00118-13,0,0,0,0,1,0,0,0,0,0,0
G00119-07,0,0,0,0,0,0,1,0,0,0,0
G00119-12,0,0,0,0,0,0,1,0,0,0,0
G00119-15,0,0,0,0,0,0,1,0,0,0,0
G00119-16,0,0,0,0,1,0,0,0,0,0,0
G00119-17,0,0,0,0,1,0,0,0,0,0,0
G00119-18,0,0,0,0,1,0,0,0,0,0,0
G00119-19,0,1,0,0,0,0,0,0,0,0,0
G00119-20,0,0,0,0,0,0,1,0,0,0,0
G00120-02,0,0,0,0,0,0,1,0,0,0,0
G00120-03,0,0,0,0,0,0,1,0,0,0,0
G00120-04,0,0,0,0,0,0,1,0,0,0,0
G00120-05,0,0,0,0,0,0,1,0,0,0,0
G00120-06,0,0,0,0,0,0,1,0,0,0,0
G00120-08,0,0,0,0,0,0,1,0,0,0,0
G00120-09,0,0,0,0,0,0,1,0,0,0,0
G00120-10,0,0,0,0,0,0,1,0,0,0,0
G00120-11,0,0,0,0,0,0,1,0,0,0,0
G00120-12,0,0,0,0,0,0,1,0,0,0,0
G00120-14,0,0,0,0,0,0,1,0,0,0,0
G00120-15,0,0,0,0,0,0,1,0,0,0,0
G00120-16,0,0,0,0,0,0,1,0,0,0,0
G00121-01,0,0,0,1,0,0,0,0,0,0,0
G00121-02,0,0,0,1,0,0,0,0,0,0,0
G00121-03,0,0,0,1,0,0,0,0,0,0,0
G00121-04,0,0,0,1,0,0,0,0,0,0,0
G00122-01,0,0,0,0,0,0,1,0,0,0,0
G00122-02,0,0,0,1,0,0,0,0,0,0,0
G00122-04,1,0,0,0,0,0,0,0,0,0,0
G00122-17,0,1,0,0,0,0,0,0,0,0,0
G00122-18,0,1,0,0,0,0,0,0,0,0,0
G00122-19,0,1,0,0,0,0,0,0,0,0,0
G00123-06,0,0,0,0,1,0,0,0,0,0,0
G00123-07,0,0,0,1,0,0,0,0,0,0,0
G00123-09,0,0,0,1,0,0,0,0,0,0,0
G00123-11,0,0,0,0,1,0,0,0,0,0,0
G00123-12,0,0,0,0,1,0,0,0,0,0,0
G00124-12,1,0,0,0,0,0,0,0,0,0,0
G00124-15,1,0,0,0,0,0,0,0,0,0,0
G00125-02,0,0,0,0,0,0,1,0,0,0,0
G00125-04,0,0,0,0,0,0,1,0,0,0,0
G00125-08,0,0,0,1,0,0,0,0,0,0,0
G00125-09,0,0,0,0,0,0,1,0,0,0,0
G00125-12,0,0,0,1,0,0,0,0,0,0,0
G00125-14,0,0,0,0,1,0,0,0,0,0,0
G00125-15,0,0,0,0,0,0,1,0,0,0,0
G00125-18,0,0,0,1,0,0,0,0,0,0,0
G00125-19,0,0,0,0,0,0,1,0,0,0,0
G00125-20,0,0,0,0,1,0,0,0,0,0,0
G00126-06,0,0,0,0,0,0,1,0,0,0,0
G00126-15,0,0,0,0,0,0,1,0,0,0,0
G00126-17,0,0,0,0,0,0,1,0,0,0,0
G00126-20,0,0,0,0,0,0,1,0,0,0,0
G00127-01,0,0,0,0,0,0,1,0,0,0,0
G00127-02,0,0,0,0,0,0,1,0,0,0,0
G00127-03,0,0,0,0,0,0,1,0,0,0,0
G00127-04,0,0,0,0,1,0,0,0,0,0,0
G00127-06,0,0,0,0,1,0,0,0,0,0,0
G00127-07,0,0,0,0,0,0,1,0,0,0,0
G00127-08,0,0,0,0,1,0,0,0,0,0,0
G00127-09,0,0,0,0,0,0,1,0,0,0,0
G00127-12,0,0,0,0,1,0,0,0,0,0,0
G00127-13,0,0,0,0,1,0,0,0,0,0,0
G00127-14,0,0,0,0,1,0,0,0,0,0,0
G00127-15,0,0,0,0,0,0,1,0,0,0,0
G00128-02,0,0,0,1,0,0,0,0,0,0,0
G00128-08,0,0,0,1,0,0,0,0,0,0,0
G00128-09,0,0,0,1,0,0,0,0,0,0,0
G00128-10,0,0,0,1,0,0,0,0,0,0,0
G00128-15,0,0,0,1,0,0,0,0,0,0,0
G00128-17,0,0,0,0,1,0,0,0,0,0,0
G00128-18,0,0,0,0,1,0,0,0,0,0,0
G00129-01,0,0,0,1,0,0,0,0,0,0,0
G00129-02,0,0,0,0,1,0,0,0,0,0,0
G00129-04,0,0,0,0,1,0,0,0,0,0,0
G00129-05,0,0,0,0,0,0,1,0,0,0,0
G00129-06,0,1,0,0,0,0,0,0,0,0,0
G00129-07,0,1,0,0,0,0,0,0,0,0,0
G00129-08,0,0,0,0,0,0,0,1,0,0,0
G00129-09,0,0,0,0,1,0,0,0,0,0,0
G00129-10,0,0,0,0,0,0,0,1,0,0,0
G00129-11,0,0,0,0,0,0,0,1,0,0,0
G00130-01,0,0,0,0,0,0,1,0,0,0,0
G00130-02,0,0,0,0,1,0,0,0,0,0,0
G00130-03,0,0,0,0,1,0,0,0,0,0,0
G00130-04,0,0,0,0,1,0,0,0,0,0,0
G00130-05,0,0,0,1,0,0,0,0,0,0,0
G00130-06,0,0,0,0,1,0,0,0,0,0,0
G00130-08,0,0,0,0,1,0,0,0,0,0,0
G00130-09,0,0,0,0,1,0,0,0,0,0,0
G00130-10,0,0,0,0,1,0,0,0,0,0,0
G00131-01,1,0,0,0,0,0,0,0,0,0,0
G00131-03,1,0,0,0,0,0,0,0,0,0,0
G00131-06,1,0,0,0,0,0,0,0,0,0,0
G00131-07,1,0,0,0,0,0,0,0,0,0,0
G00131-10,1,0,0,0,0,0,0,0,0,0,0
G00131-11,0,0,0,0,0,0,1,0,0,0,0
G00131-12,1,0,0,0,0,0,0,0,0,0,0
G00131-13,1,0,0,0,0,0,0,0,0,0,0
G00131-14,1,0,0,0,0,0,0,0,0,0,0
G00131-17,1,0,0,0,0,0,0,0,0,0,0
G00131-19,1,0,0,0,0,0,0,0,0,0,0
G00131-22,1,0,0,0,0,0,0,0,0,0,0
G00132-01,0,0,0,0,1,0,0,0,0,0,0
G00132-02,0,0,0,0,0,0,1,0,0,0,0
G00132-03,0,0,0,0,1,0,0,0,0,0,0
G00132-04,0,0,0,0,0,0,1,0,0,0,0
G00132-05,0,0,0,1,0,0,0,0,0,0,0
G00132-06,0,0,0,0,0,0,1,0,0,0,0
G00132-07,0,0,0,0,1,0,0,0,0,0,0
G00132-08,0,0,0,0,1,0,0,0,0,0,0
G00132-09,0,0,0,0,1,0,0,0,0,0,0
G00132-10,0,0,0,0,1,0,0,0,0,0,0
G00132-11,0,0,0,0,0,0,1,0,0,0,0
G00132-12,0,0,0,0,0,0,1,0,0,0,0
G00132-13,0,0,0,0,0,0,1,0,0,0,0
G00132-15,0,0,0,0,1,0,0,0,0,0,0
G00132-16,0,0,0,0,1,0,0,0,0,0,0
G00132-20,0,0,0,0,1,0,0,0,0,0,0
G00132-21,0,0,0,0,1,0,0,0,0,0,0
G00133-03,0,0,0,0,0,0,0,1,0,0,0
G00133-04,0,0,0,0,1,0,0,0,0,0,0
G00133-05,0,0,0,0,1,0,0,0,0,0,0
G00133-06,0,0,0,0,1,0,0,0,0,0,0
G00133-07,0,0,0,0,1,0,0,0,0,0,0
G00133-08,0,0,0,0,0,0,0,1,0,0,0
G00133-09,0,0,0,0,1,0,0,0,0,0,0
G00133-10,0,0,0,0,1,0,0,0,0,0,0
G00133-11,0,0,0,0,1,0,0,0,0,0,0
G00133-12,0,0,0,0,1,0,0,0,0,0,0
G00133-14,0,0,0,0,1,0,0,0,0,0,0
G00133-15,0,0,0,0,1,0,0,0,0,0,0
G00133-16,0,0,0,0,1,0,0,0,0,0,0
G00133-17,0,0,0,0,1,0,0,0,0,0,0
G00133-18,0,0,0,0,1,0,0,0,0,0,0
G00133-19,0,0,0,0,1,0,0,0,0,0,0
G00133-20,0,0,0,0,1,0,0,0,0,0,0
G00133-21,0,0,0,0,1,0,0,0,0,0,0
G00133-22,0,0,0,0,1,0,0,0,0,0,0
G00133-23,0,0,0,0,1,0,0,0,0,0,0
G00133-24,0,0,0,0,1,0,0,0,0,0,0
G00133-25,0,0,0,0,0,0,0,1,0,0,0
G00134-01,0,0,0,1,0,0,0,0,0,0,0
G00134-03,0,0,0,0,1,0,0,0,0,0,0
G00134-04,0,0,0,0,0,0,0,0,0,0,1
G00134-06,0,0,0,0,0,0,0,0,0,0,1
G00134-08,0,0,0,1,0,0,0,0,0,0,0
G00135-02,1,0,0,0,0,0,0,0,0,0,0
G00135-08,0,0,0,0,0,0,1,0,0,0,0
G00135-12,0,0,0,1,0,0,0,0,0,0,0
G00135-13,1,0,0,0,0,0,0,0,0,0,0
G00135-14,1,0,0,0,0,0,0,0,0,0,0
G00135-15,1,0,0,0,0,0,0,0,0,0,0
J00001-01,0,0,0,0,0,0,0,0,0,0,1
J00004-01,0,0,1,0,0,0,0,0,0,0,0
J00007-01,1,0,0,0,0,0,0,0,0,0,0
J00008-01,0,0,0,1,0,0,0,0,0,0,0
J00010-01,0,0,0,1,0,0,0,0,0,0,0
J00011-01,1,0,0,0,0,0,0,0,0,0,0
J00012-01,1,0,0,0,0,0,0,0,0,0,0
J00013-01,0,0,0,1,0,0,0,0,0,0,0
J00014-01,0,0,0,0,0,0,0,0,0,0,1
J00015-01,0,0,1,0,0,0,0,0,0,0,0
J00016-01,0,0,0,1,0,0,0,0,0,0,0
J00018-01,0,0,0,1,0,0,0,0,0,0,0
J00019-01,0,0,0,1,0,0,0,0,0,0,0
J00020-01,0,0,0,1,0,0,0,0,0,0,0
J00022-01,1,0,0,0,0,0,0,0,0,0,0
J00023-01,1,0,0,0,0,0,0,0,0,0,0
J00024-01,0,0,0,0,0,0,0,0,0,0,1
J00025-01,1,0,0,0,0,0,0,0,0,0,0
J00026-01,0,0,0,0,0,0,0,0,0,0,1
J00027-01,0,0,0,0,0,0,0,0,0,0,1
J00028-01,0,0,0,1,0,0,0,0,0,0,0
J00029-01,0,0,0,1,0,0,0,0,0,0,0
J00030-01,0,0,0,1,0,0,0,0,0,0,0
J00031-01,0,0,0,0,1,0,0,0,0,0,0
J00032-01,1,0,0,0,0,0,0,0,0,0,0
J00033-01,1,0,0,0,0,0,0,0,0,0,0
J00034-01,1,0,0,0,0,0,0,0,0,0,0
J00037-01,1,0,0,0,0,0,0,0,0,0,0
J00038-01,1,0,0,0,0,0,0,0,0,0,0
J00039-01,1,0,0,0,0,0,0,0,0,0,0
J00040-01,0,0,0,1,0,0,0,0,0,0,0
J00041-01,0,0,0,0,0,0,1,0,0,0,0
J00042-01,1,0,0,0,0,0,0,0,0,0,0
J00043-01,0,0,0,0,0,0,0,0,0,0,1
J00047-01,0,0,1,0,0,0,0,0,0,0,0
J00049-01,0,0,0,0,0,0,0,0,0,0,1
J00050-01,0,0,0,1,0,0,0,0,0,0,0
J00051-01,1,0,0,0,0,0,0,0,0,0,0
J00052-01,0,0,0,0,0,0,1,0,0,0,0
J00053-01,0,0,1,0,0,0,0,0,0,0,0
J00054-01,1,0,0,0,0,0,0,0,0,0,0
J00056-01,0,0,0,1,0,0,0,0,0,0,0
J00058-01,1,0,0,0,0,0,0,0,0,0,0
J00059-01,1,0,0,0,0,0,0,0,0,0,0
J00062-01,0,0,0,1,0,0,0,0,0,0,0
J00063-01,1,0,0,0,0,0,0,0,0,0,0
J00067-01,1,0,0,0,0,0,0,0,0,0,0
J00071-01,0,0,1,0,0,0,0,0,0,0,0
J00072-01,0,0,0,1,0,0,0,0,0,0,0
J00073-01,0,0,0,0,1,0,0,0,0,0,0
J00075-01,1,0,0,0,0,0,0,0,0,0,0
J00076-01,0,0,0,0,0,0,0,0,0,0,1
J00077-01,0,0,0,1,0,0,0,0,0,0,0
J00078-01,0,0,0,1,0,0,0,0,0,0,0
J00079-01,0,0,0,1,0,0,0,0,0,0,0
J00080-01,0,0,0,0,0,0,1,0,0,0,0
J00082-01,0,0,0,1,0,0,0,0,0,0,0
J00086-01,0,0,0,1,0,0,0,0,0,0,0
J00087-01,0,0,0,0,0,0,0,0,0,0,1
J00088-01,0,0,0,0,0,0,0,0,0,0,1
J00090-01,0,0,0,0,0,0,0,0,0,0,1
J00091-01,0,0,0,1,0,0,0,0,0,0,0
J00093-01,1,0,0,0,0,0,0,0,0,0,0
J00095-01,1,0,0,0,0,0,0,0,0,0,0
J00096-01,1,0,0,0,0,0,0,0,0,0,0
J00097-01,0,0,0,1,0,0,0,0,0,0,0
J00098-01,1,0,0,0,0,0,0,0,0,0,0
J00099-01,0,0,0,1,0,0,0,0,0,0,0
J00100-01,0,0,0,0,0,0,0,0,0,0,1
J00101-01,1,0,0,0,0,0,0,0,0,0,0
J00102-01,1,0,0,0,0,0,0,0,0,0,0
J00103-01,0,0,0,1,0,0,0,0,0,0,0
J00104-01,1,0,0,0,0,0,0,0,0,0,0
J00105-01,0,0,0,0,0,0,0,1,0,0,0
J00106-01,1,0,0,0,0,0,0,0,0,0,0
J00107-01,1,0,0,0,0,0,0,0,0,0,0
J00108-01,0,0,1,0,0,0,0,0,0,0,0
J00109-01,0,0,1,0,0,0,0,0,0,0,0
J00111-01,0,0,0,1,0,0,0,0,0,0,0
J00112-01,1,0,0,0,0,0,0,0,0,0,0
J00113-01,0,0,0,0,1,0,0,0,0,0,0
J00115-01,0,0,0,1,0,0,0,0,0,0,0
J00116-01,1,0,0,0,0,0,0,0,0,0,0
